"","species_label","species","family","Tag","growth_form","mesh_size","diameter_class","diameter_1.size_cm","diameter_2.size_cm","diameter_3.size_cm","Bark.thickness_1._mm","Bark.thickness_2._mm","Bark.thickness_3._mm","Bark.thickness_4_mm","length_cm","Wet_weight_of_wood_block_g","Wet_weight_of_small_pieces_of_wood_g","Volume_of_wet_small_pieces.g","Dry_weight_of_small_wood_blocks_g","Dry_volume_of_small_wood_blocks.g","av_bark_thickness","density","av_wd_diameter","wd_under_bark","bark_wd_ratio","initial_mass","Carbon_wood","Carbon_bark","cellulose_wood","cellulose_bark","Nitrogen_wood","Nitrogen_bark","hemicellulose_wood","hemicellulose_bark","Tannins_wood","Tannins_bark","ADL_wood","ADL_bark","Calcium_wood","Calcium_bark","Potassium_wood","Potassium_bark","magesium_wood","magesium_bark","Manganese_wood","Manganese_bark","Phosphorous_wood","Phosphorous_bark","sugars_wood","sugars_bark","Silicon_wood","Silicon_bark","mean_density","density_class","block","Harvest","Time_months","incubation_time","log_fresh_weight","wood_weight","disck_fresh_weight","disk_fresh_volume","disck_dry_weight","disck_dry_volume","Bark_fresh_mass_at_harvest","Bark_fresh_volume_at_harvest","Dry_bark_mass_at_harvest","Dry_bark_volume_at_harvest","bark_mass_fresh","f_wood_mass","f_bark_mass","final_mass","per_ml","W_D_prop"
"740","F55","Shorea assamica",NA,"T0978","Trees","Invertebrates blocked","5.0 cm",3.9,4.1,4.5,2.21,1.16,1.39,1.52,20,288.19,26.96,26.81,17.2,22.86,1.57,0.752405949256343,4.23333333333333,4.07633333333333,0.770300106304685,183.860089020772,47.65,49.9,56.1675,48.695,0.08535,0.0864,17.865,15.345,0.04,0.58,14.7775,13.96,3.22,9.01,1.735,2.335,0.365,0.89,36.05,56.3,0.8075,0.575,1.205,2.52,4.125,1.095,0.736210912877428," high","3","4","24 months","24",171.23,118.94,14.44,20.305,5.81,19.325,15.025,0,11.49,0,52.4,47.856052631579,40.0716139767055,68.8951731301939,62.5284783135232,40.0614050167213
"741","F55","Shorea assamica",NA,"T0972","Trees","Invertebrates blocked","5.0 cm",3.3,3.3,3.5,1.81,1.19,1.53,1.48,19.5,172.67,20.8,20.89,13.37,78.24,1.5025,0.17088445807771,3.36666666666667,3.21641666666667,0.934269502811099,110.990283653846,47.65,49.9,56.1675,48.695,0.08535,0.0864,17.865,15.345,0.04,0.58,14.7775,13.96,3.22,9.01,1.735,2.335,0.365,0.89,36.05,56.3,0.8075,0.575,1.205,2.52,4.125,1.095,0.736210912877428," high","2","4","24 months","24",106.6,68.27,13.14,20.37,6.175,18.785,10.49,9.405,4.99,7.645,38.44,32.0827435312024,18.2855672068637,50.0955098934551,54.8649591258891,18.275255512822
"742","F55","Shorea assamica",NA,"T0968","Trees","Invertebrates blocked","5.0 cm",2.7,2.7,2.6,1.57,1.19,1.04,0.95,19,140.36,20.76,18.55,12.74,16.48,1.1875,0.773058252427185,2.66666666666667,2.54791666666667,0.932134096484056,86.1361464354528,47.65,49.9,56.1675,48.695,0.08535,0.0864,17.865,15.345,0.04,0.58,14.7775,13.96,3.22,9.01,1.735,2.335,0.365,0.89,36.05,56.3,0.8075,0.575,1.205,2.52,4.125,1.095,0.736210912877428," high","4","4","24 months","24",77.4,63.88,5.49,8.525,4.08,8.09,3.305,0,2.795,0,13.63,47.4736612021858,11.5267322239032,57.5213114754098,33.2204726403518,11.5165215807856
"752","F55","Shorea assamica",NA,"T0901","Trees","Invertebrates access","2.5 cm",2.2,2.6,2.5,1.43,0.97,1.22,1.24,20,120.36,9.69,9.12,5.85,7.86,1.215,0.744274809160305,2.56666666666667,2.44516666666667,0.993797287165156,72.6631578947368,47.65,49.9,56.1675,48.695,0.08535,0.0864,17.865,15.345,0.04,0.58,14.7775,13.96,3.22,9.01,1.735,2.335,0.365,0.89,36.05,56.3,0.8075,0.575,1.205,2.52,4.125,1.095,0.736210912877428," high","1","4","24 months","24",2.32,0.01,0.1,0,0.1,0,1.205,0,0.959,0,2.42,0.01,1.92595850622407,2.32,96.8071852817616,0.915958506224066
"756","F55","Shorea assamica",NA,"T0905","Trees","Invertebrates access","2.5 cm",1.9,1.9,1.9,1.95,1.14,0.98,0.74,20,61.72,6.3,6.36,3.95,5.7,1.2025,0.692982456140351,1.9,1.77975,1.35131338671162,38.6974603174603,47.65,49.9,56.1675,48.695,0.08535,0.0864,17.865,15.345,0.04,0.58,14.7775,13.96,3.22,9.01,1.735,2.335,0.365,0.89,36.05,56.3,0.8075,0.575,1.205,2.52,4.125,1.095,0.736210912877428," high","3","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"758","F55","Shorea assamica",NA,"T0931","Trees","Invertebrates access","2.5 cm",1.7,1.7,1.7,0.86,0.51,0.82,1.09,19.5,48.45,5.56,5.23,3.51,4.92,0.82,0.713414634146341,1.7,1.618,1.01359703337454,30.5862410071942,47.65,49.9,56.1675,48.695,0.08535,0.0864,17.865,15.345,0.04,0.58,14.7775,13.96,3.22,9.01,1.735,2.335,0.365,0.89,36.05,56.3,0.8075,0.575,1.205,2.52,4.125,1.095,0.736210912877428," high","2","4","24 months","24",25.03,14.47,2.145,4.045,1.205,3.805,2.55,3.405,1.655,0,10.67,8.1288344988345,6.92503921568627,14.0611421911422,54.0278840154472,6.91380902702867
"759","F55","Shorea assamica",NA,"T0917","Trees","Invertebrates access","2.5 cm",2.1,2,1.9,1.35,1.26,1.24,1.09,19.5,79.56,6.31,5.94,3.7,4.84,1.235,0.764462809917355,1.96666666666667,1.84316666666667,1.34008499864364,46.6516640253566,47.65,49.9,56.1675,48.695,0.08535,0.0864,17.865,15.345,0.04,0.58,14.7775,13.96,3.22,9.01,1.735,2.335,0.365,0.89,36.05,56.3,0.8075,0.575,1.205,2.52,4.125,1.095,0.736210912877428," high","4","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"770","3","Piper flaviflorum",NA,"L4504","Lianas","Invertebrates blocked","2.5 cm",2.5,2.7,2.8,2.76,1.34,2.26,2.43,20.5,100.18,44.85,46.35,8.14,16.95,2.1975,0.48023598820059,2.73333333333333,2.51358333333333,1.74849981765739,18.1820557413601,44.225,42.25,40.6675,33.705,0.103725,0.21495,18.175,15.605,0.0833333333333333,0.365,20.475,27.18,17.81,25.39,23.5175,16.6,1.99,2.86,10.75,48.25,1.2175,1.66,1.0725,0.685,1.4725,28.04,0.476561650692619," medium","4","4","24 months","24",34.39,23.48,3.655,5.43,0.9,4.49,2.755,0,1.76,0,11.02,5.78166894664843,7.04,8.46812585499316,53.4259163240267,7.02827039560856
"774","3","Piper flaviflorum",NA,"L4530","Lianas","Invertebrates blocked","2.5 cm",2.8,2.9,2.6,1.96,2,2.01,2.37,20,113.89,20.72,21.67,6.66,12.67,2.085,0.525651144435675,2.8,2.5915,1.60910669496431,36.6075,44.225,42.25,40.6675,33.705,0.103725,0.21495,18.175,15.605,0.0833333333333333,0.365,20.475,27.18,17.81,25.39,23.5175,16.6,1.99,2.86,10.75,48.25,1.2175,1.66,1.0725,0.685,1.4725,28.04,0.476561650692619," medium","3","4","24 months","24",19.07,12.71,1.95,4.355,0.935,3.06,2.08,0,1.76,0,6.47,6.09428205128205,5.47461538461538,9.14382051282051,75.022002286907,5.46297450224141
"780","3","Piper flaviflorum",NA,"L4514","Lianas","Invertebrates blocked","2.5 cm",2.7,2.7,3,2.7,3.3,2.2,3.49,21,128.18,21.29,23.44,6.77,14.37,2.9225,0.471120389700765,2.8,2.50775,2.33077459874389,40.7599154532644,44.225,42.25,40.6675,33.705,0.103725,0.21495,18.175,15.605,0.0833333333333333,0.365,20.475,27.18,17.81,25.39,23.5175,16.6,1.99,2.86,10.75,48.25,1.2175,1.66,1.0725,0.685,1.4725,28.04,0.476561650692619," medium","2","4","24 months","24",8.18,5.26,0.93,2.64,0.68,2.04,0.62,3.285,0.7,0,3.03,3.84602150537634,3.42096774193548,5.9810752688172,85.3260851934908,3.40836765247004
"781","3","Piper flaviflorum",NA,"L4512","Lianas","Invertebrates blocked","2.5 cm",2.3,2.3,2.1,1.77,1.94,1.88,1.98,21,75.05,13.29,14.11,4.39,7.92,1.8925,0.554292929292929,2.23333333333333,2.04408333333333,1.85168575971299,24.7907825432656,44.225,42.25,40.6675,33.705,0.103725,0.21495,18.175,15.605,0.0833333333333333,0.365,20.475,27.18,17.81,25.39,23.5175,16.6,1.99,2.86,10.75,48.25,1.2175,1.66,1.0725,0.685,1.4725,28.04,0.476561650692619," medium","1","4","24 months","24",16.89,12.84,0.705,1.515,0.2655,1.13,2.26,2.47,0.765,1.96,4.16,4.83548936170213,1.40814159292035,6.36070212765957,74.3424713739524,1.39607354990506
"786","3","Piper flaviflorum",NA,"L4544","Lianas","Invertebrates blocked","5.0 cm",4,3.7,3.6,2.98,5.26,5.66,2.99,20.5,203.59,41.88,49.37,12.42,27.95,4.2225,0.444364937388193,3.66666666666667,3.24441666666667,2.60293324429148,60.3769770773639,44.225,42.25,40.6675,33.705,0.103725,0.21495,18.175,15.605,0.0833333333333333,0.365,20.475,27.18,17.81,25.39,23.5175,16.6,1.99,2.86,10.75,48.25,1.2175,1.66,1.0725,0.685,1.4725,28.04,0.476561650692619," medium","1","4","24 months","24",46.97,30.85,2.2,3.705,0.385,2.71,3.475,3.935,2.49,3.355,16.23,5.39875,11.6295539568345,8.21975,86.3859530604395,11.617701676214
"789","3","Piper flaviflorum",NA,"L4588","Lianas","Invertebrates blocked","5.0 cm",5.7,5,5.2,4.57,5,6.4,4.6,22,361.34,57.24,64.03,17.61,38.33,5.1425,0.45943125489173,5.06666666666667,4.55241666666667,2.25923959801571,111.166970649895,44.225,42.25,40.6675,33.705,0.103725,0.21495,18.175,15.605,0.0833333333333333,0.365,20.475,27.18,17.81,25.39,23.5175,16.6,1.99,2.86,10.75,48.25,1.2175,1.66,1.0725,0.685,1.4725,28.04,0.476561650692619," medium","3","4","24 months","24",120.29,80.94,11.915,14.21,2.51,11.11,8.575,0,5.4,0,39.46,17.0507259756609,24.8494460641399,25.3401510700797,77.2053237378529,24.8388595788481
"793","3","Piper flaviflorum",NA,"L4525","Lianas","Invertebrates access","2.5 cm",2.8,3,2.8,3.22,2.5,3.14,2.51,20.5,114.26,20.29,22.29,6.27,13.12,2.8425,0.477896341463415,2.93333333333333,2.64908333333333,2.14602535468244,35.3085362247413,44.225,42.25,40.6675,33.705,0.103725,0.21495,18.175,15.605,0.0833333333333333,0.365,20.475,27.18,17.81,25.39,23.5175,16.6,1.99,2.86,10.75,48.25,1.2175,1.66,1.0725,0.685,1.4725,28.04,0.476561650692619," medium","2","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"794","3","Piper flaviflorum",NA,"L4501","Lianas","Invertebrates access","2.5 cm",2.3,2.5,2.3,1.72,2.65,1.92,1.7,21.5,86.9,23.07,23.25,6.9,13.73,1.9975,0.502549162418063,2.43333333333333,2.23358333333333,1.78860575308734,25.9908972691808,44.225,42.25,40.6675,33.705,0.103725,0.21495,18.175,15.605,0.0833333333333333,0.365,20.475,27.18,17.81,25.39,23.5175,16.6,1.99,2.86,10.75,48.25,1.2175,1.66,1.0725,0.685,1.4725,28.04,0.476561650692619," medium","3","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"800","3","Piper flaviflorum",NA,"L4507","Lianas","Invertebrates access","2.5 cm",2.5,2.5,2.4,2.02,2.11,1.91,1.98,21,93.06,14.21,15.79,4.33,9.45,2.005,0.458201058201058,2.46666666666667,2.26616666666667,1.7695079797014,28.3567769176636,44.225,42.25,40.6675,33.705,0.103725,0.21495,18.175,15.605,0.0833333333333333,0.365,20.475,27.18,17.81,25.39,23.5175,16.6,1.99,2.86,10.75,48.25,1.2175,1.66,1.0725,0.685,1.4725,28.04,0.476561650692619," medium","1","4","24 months","24",3.6,0.01,0.1,0,0.1,0,1.025,0,0.72,0,3.7,0.01,2.5990243902439,3.6,87.3046220645847,1.5890243902439
"807","3","Piper flaviflorum",NA,"L4503","Lianas","Invertebrates access","2.5 cm",2.4,2.4,2.4,1.87,1.98,1.35,1.26,21,81.07,17.91,20.3,5.68,12.85,1.615,0.442023346303502,2.4,2.2385,1.44293053383962,25.7106420993858,44.225,42.25,40.6675,33.705,0.103725,0.21495,18.175,15.605,0.0833333333333333,0.365,20.475,27.18,17.81,25.39,23.5175,16.6,1.99,2.86,10.75,48.25,1.2175,1.66,1.0725,0.685,1.4725,28.04,0.476561650692619," medium","4","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"813","3","Piper flaviflorum",NA,"L4583","Lianas","Invertebrates access","5.0 cm",3.4,3.5,3.3,3.08,3.47,2.77,3.72,21,158.3,30.37,31.89,9.07,18.55,3.26,0.488948787061995,3.43333333333333,3.10733333333333,2.09826217549882,47.2762923938097,44.225,42.25,40.6675,33.705,0.103725,0.21495,18.175,15.605,0.0833333333333333,0.365,20.475,27.18,17.81,25.39,23.5175,16.6,1.99,2.86,10.75,48.25,1.2175,1.66,1.0725,0.685,1.4725,28.04,0.476561650692619," medium","2","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"815","3","Piper flaviflorum",NA,"L4541","Lianas","Invertebrates access","2.5 cm",3.1,3.5,3.1,5.61,3.26,3.28,2.58,21,149.96,29.6,32.92,9.24,19.5,3.6825,0.473846153846154,3.36666666666667,2.99841666666667,2.45629637864428,46.8118378378378,44.225,42.25,40.6675,33.705,0.103725,0.21495,18.175,15.605,0.0833333333333333,0.365,20.475,27.18,17.81,25.39,23.5175,16.6,1.99,2.86,10.75,48.25,1.2175,1.66,1.0725,0.685,1.4725,28.04,0.476561650692619," medium","3","4","24 months","24",11.21,0.01,0.1,0,0.1,0,3.3,0,2.165,0,11.31,0.01,7.42004545454545,11.21,76.0530658103344,6.41004545454545
"819","3","Piper flaviflorum",NA,"L4548","Lianas","Invertebrates blocked","2.5 cm",3.4,3.5,3.5,2.97,3.01,2.94,3.51,20.5,173.1,32.95,36.67,9.89,20.78,3.1075,0.475938402309913,3.5,3.18925,1.94873402837658,51.9562670713202,44.225,42.25,40.6675,33.705,0.103725,0.21495,18.175,15.605,0.0833333333333333,0.365,20.475,27.18,17.81,25.39,23.5175,16.6,1.99,2.86,10.75,48.25,1.2175,1.66,1.0725,0.685,1.4725,28.04,0.476561650692619," medium","2","4","24 months","24",23.85,0.01,0.1,0,0.1,0,4.995,12.7,2.555,10.68,23.95,0.01,12.2507007007007,23.85,54.0960093086341,11.2407007007007
"823","3","Piper flaviflorum",NA,"L4536","Lianas","Invertebrates blocked","2.5 cm",3.4,3.7,3.5,3.76,5.25,3.71,2.67,20.5,190.13,45.09,47.27,15.36,25.92,3.8475,0.592592592592593,3.63333333333333,3.24858333333333,2.36872482877152,64.7681703260146,44.225,42.25,40.6675,33.705,0.103725,0.21495,18.175,15.605,0.0833333333333333,0.365,20.475,27.18,17.81,25.39,23.5175,16.6,1.99,2.86,10.75,48.25,1.2175,1.66,1.0725,0.685,1.4725,28.04,0.476561650692619," medium","4","4","24 months","24",36.26,36.26,3.935,5.875,0.895,4.96,0.1,0,0.1,0,0.109999999999998,8.2471918678526,0.109999999999998,8.2471918678526,87.2665974253405,0.0987874660659956
"828","3","Piper flaviflorum",NA,"L4591","Lianas","Invertebrates access","5.0 cm",3.8,3.7,3.9,4.07,4.76,4.34,4.07,20.5,207.02,42.88,45.7,13.3,28.77,4.31,0.462287104622871,3.76666666666667,3.33566666666667,2.58419106625362,64.2109608208955,44.225,42.25,40.6675,33.705,0.103725,0.21495,18.175,15.605,0.0833333333333333,0.365,20.475,27.18,17.81,25.39,23.5175,16.6,1.99,2.86,10.75,48.25,1.2175,1.66,1.0725,0.685,1.4725,28.04,0.476561650692619," medium","1","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"835","9","Calamus henryanus",NA,"L2920","Lianas","Invertebrates blocked","2.5 cm",1.9,2,2.3,0.39,0.36,0.37,0.29,20,50.88,6.69,11.53,4.62,10.6,0.3525,0.435849056603774,2.1,2.06475,0.341445695604795,35.1368609865471,48.05,NA,52.6025,NA,0.057125,NA,18.695,NA,0.2625,NA,17.07,NA,3.7225,NA,11.51,NA,0.3725,NA,586.925,NA,0.615,NA,0.225,NA,7.465,NA,0.408268537617304," low","1","4","24 months","24",50.9,50.91,4.87,3.66,1.38,3.5,0.1,0,0.1,0,0.1,14.4262422997947,0.1,14.42340862423,58.9507764232203,0.0893068187964552
"837","9","Calamus henryanus",NA,"L2910","Lianas","Invertebrates blocked","2.5 cm",1.9,2.2,2.2,0.2,0.38,0.3,0.38,20.5,51.39,7.84,12.48,5.21,11.64,0.315,0.447594501718213,2.2,2.1685,0.290523403274153,34.1507525510204,48.05,NA,52.6025,NA,0.057125,NA,18.695,NA,0.2625,NA,17.07,NA,3.7225,NA,11.51,NA,0.3725,NA,586.925,NA,0.615,NA,0.225,NA,7.465,NA,0.408268537617304," low","2","4","24 months","24",54.21,54.22,6.2,6.735,4.54,5.725,0.1,0,0.1,0,0.1,39.7030322580645,0.1,39.6957096774194,-16.2367055253465,0.0897481300688824
"838","9","Calamus henryanus",NA,"L2918","Lianas","Invertebrates blocked","2.5 cm",2.2,2.4,2,0.36,0.26,0.43,0.41,20,54.46,10.84,14.03,6.04,11.96,0.365,0.505016722408027,2.26666666666667,2.23016666666667,0.327329795979374,30.3448708487085,48.05,NA,52.6025,NA,0.057125,NA,18.695,NA,0.2625,NA,17.07,NA,3.7225,NA,11.51,NA,0.3725,NA,586.925,NA,0.615,NA,0.225,NA,7.465,NA,0.408268537617304," low","3","4","24 months","24",30.36,3.37,5.135,4.55,1.335,3.6,0.1,0,0.1,0,27.1,0.876134371957157,27.1,7.89300876338851,73.9889854771801,27.0785862256749
"844","9","Calamus henryanus",NA,"L2932","Lianas","Invertebrates blocked","2.5 cm",2.1,2.4,2.2,0.44,0.4,0.41,0.26,20,56.77,10.66,18.11,6.4,16.61,0.3775,0.385310054184226,2.33333333333333,2.29558333333333,0.328892438378045,34.0833020637899,48.05,NA,52.6025,NA,0.057125,NA,18.695,NA,0.2625,NA,17.07,NA,3.7225,NA,11.51,NA,0.3725,NA,586.925,NA,0.615,NA,0.225,NA,7.465,NA,0.408268537617304," low","4","4","24 months","24",14.12,14.13,2.345,3.55,1.645,2.98,0.1,0,0.1,0,0.1,9.91208955223881,0.1,9.90507462686567,70.9386296893198,0.0889911309873365
"853","9","Calamus henryanus",NA,"L2956","Lianas","Invertebrates blocked","5.0 cm",2.4,2.5,2.2,0.2,0.44,0.22,0.39,20.5,85.1,16.74,22.91,8.48,20.54,0.3125,0.412852969814995,2.4,2.36875,0.263852242744063,43.1091995221027,48.05,NA,52.6025,NA,0.057125,NA,18.695,NA,0.2625,NA,17.07,NA,3.7225,NA,11.51,NA,0.3725,NA,586.925,NA,0.615,NA,0.225,NA,7.465,NA,0.408268537617304," low","3","4","24 months","24",47.41,47.42,11.07,9.42,1.81,7.47,0.1,0,0.1,0,0.1,7.75340560072267,0.1,7.75177055103884,82.0182916013915,0.0887102441797875
"854","9","Calamus henryanus",NA,"L2978","Lianas","Invertebrates blocked","5.0 cm",2.1,2.2,2.3,0.21,0.38,0.11,0.27,20,64.17,17.71,22.92,11.89,20.28,0.2425,0.58629191321499,2.23333333333333,2.20908333333333,0.219548078011241,43.0819480519481,48.05,NA,52.6025,NA,0.057125,NA,18.695,NA,0.2625,NA,17.07,NA,3.7225,NA,11.51,NA,0.3725,NA,586.925,NA,0.615,NA,0.225,NA,7.465,NA,0.408268537617304," low","2","4","24 months","24",12.91,12.92,2.895,4.355,1.645,3.565,0.1,0,0.1,0,0.1,7.34141623488774,0.1,7.33573402417962,82.9726037101799,0.0886378650004235
"856","9","Calamus henryanus",NA,"L2958","Lianas","Invertebrates blocked","5.0 cm",2.3,2.7,2.2,0.38,0.49,0.41,NA,20.5,47.52,10.04,19.07,6.61,17.72,NA,0.373024830699774,2.53333333333333,NA,NA,31.285577689243,48.05,NA,52.6025,NA,0.057125,NA,18.695,NA,0.2625,NA,17.07,NA,3.7225,NA,11.51,NA,0.3725,NA,586.925,NA,0.615,NA,0.225,NA,7.465,NA,0.408268537617304," low","4","4","24 months","24",26.14,26.15,3.005,1.28,1.14,3.49,0.1,0,0.1,0,0.1,9.92046589018303,0.1,9.91667221297837,68.3027358117538,0.0889919828251317
"857","9","Calamus henryanus",NA,"L2976","Lianas","Invertebrates blocked","5.0 cm",2.7,2.4,2.8,0.42,0.42,0.2,0.44,22,79.47,16.27,27.79,8.96,25.33,0.37,0.353730754046585,2.53333333333333,2.49633333333333,0.296434770997463,43.7646711739398,48.05,NA,52.6025,NA,0.057125,NA,18.695,NA,0.2625,NA,17.07,NA,3.7225,NA,11.51,NA,0.3725,NA,586.925,NA,0.615,NA,0.225,NA,7.465,NA,0.408268537617304," low","1","4","24 months","24",26.67,14.28,1.275,1.755,0.2515,1.455,3.185,5.815,2.03,5.065,12.5,2.8168,7.96703296703297,5.26078823529412,87.9793721872479,7.95348283922837
"863","9","Calamus henryanus",NA,"L2913","Lianas","Invertebrates access","2.5 cm",2.2,2.1,2.1,0.46,0.39,0.45,0.28,20.5,52.11,10.92,16.61,6.4,14.32,0.395,0.446927374301676,2.1,2.0605,0.383402086872118,30.5406593406593,48.05,NA,52.6025,NA,0.057125,NA,18.695,NA,0.2625,NA,17.07,NA,3.7225,NA,11.51,NA,0.3725,NA,586.925,NA,0.615,NA,0.225,NA,7.465,NA,0.408268537617304," low","3","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"864","9","Calamus henryanus",NA,"L2901","Lianas","Invertebrates access","2.5 cm",2.2,2.1,2.1,0.4,0.35,0.22,0.32,20.5,47.37,8.06,16.18,4.03,15.5,0.3225,0.26,2.1,2.06775,0.311933260790715,23.685,48.05,NA,52.6025,NA,0.057125,NA,18.695,NA,0.2625,NA,17.07,NA,3.7225,NA,11.51,NA,0.3725,NA,586.925,NA,0.615,NA,0.225,NA,7.465,NA,0.408268537617304," low","1","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"875","9","Calamus henryanus",NA,"L2925","Lianas","Invertebrates access","2.5 cm",2.2,2,2.3,0.25,0.43,0.42,0.2,20,30.48,7.27,17.58,5.94,16.17,0.325,0.36734693877551,2.1,2.0675,0.314389359129383,24.903878954608,48.05,NA,52.6025,NA,0.057125,NA,18.695,NA,0.2625,NA,17.07,NA,3.7225,NA,11.51,NA,0.3725,NA,586.925,NA,0.615,NA,0.225,NA,7.465,NA,0.408268537617304," low","2","4","24 months","24",0,0.01,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.01,0.1,0,100,-0.91
"877","9","Calamus henryanus",NA,"L2903","Lianas","Invertebrates access","2.5 cm",2,1.9,2.1,0.44,0.45,0.41,0.36,20.5,32.33,7.58,16.92,4.98,15.79,0.415,0.315389487017099,1.96666666666667,1.92516666666667,0.431131503765908,21.2405540897098,48.05,NA,52.6025,NA,0.057125,NA,18.695,NA,0.2625,NA,17.07,NA,3.7225,NA,11.51,NA,0.3725,NA,586.925,NA,0.615,NA,0.225,NA,7.465,NA,0.408268537617304," low","4","4","24 months","24",3.21,3.22,1.02,1.345,0.865,1.24,0.1,0,0.1,0,0.1,2.7306862745098,0.1,2.72220588235294,87.1839224586342,0.086337916920978
"882","9","Calamus henryanus",NA,"L2959","Lianas","Invertebrates access","5.0 cm",2.4,2.7,2.2,0.23,0.49,0.35,0.41,20.5,67.09,12.75,20.05,6.88,18.76,0.37,0.366737739872068,2.53333333333333,2.49633333333333,0.296434770997463,36.2022901960784,48.05,NA,52.6025,NA,0.057125,NA,18.695,NA,0.2625,NA,17.07,NA,3.7225,NA,11.51,NA,0.3725,NA,586.925,NA,0.615,NA,0.225,NA,7.465,NA,0.408268537617304," low","1","4","24 months","24",6.93,0.01,0.1,0,0.1,0,2.415,2.965,1.998,0,7.03,0.01,5.81612422360248,6.93,80.8575646389612,4.80612422360248
"887","9","Calamus henryanus",NA,"L2973","Lianas","Invertebrates access","5.0 cm",2.5,2.2,2.1,0.41,0.47,0.43,0.41,20.5,51.42,7.68,15.13,4.37,14.04,0.43,0.311253561253561,2.16666666666667,2.12366666666667,0.404959974886203,29.258515625,48.05,NA,52.6025,NA,0.057125,NA,18.695,NA,0.2625,NA,17.07,NA,3.7225,NA,11.51,NA,0.3725,NA,586.925,NA,0.615,NA,0.225,NA,7.465,NA,0.408268537617304," low","3","4","24 months","24",5.75,5.76,1.335,2.245,1.125,2.07,0.1,0,0.1,0,0.1,4.85393258426966,0.1,4.84550561797753,83.4389902752371,0.0879398148148148
"892","9","Calamus henryanus",NA,"L2975","Lianas","Invertebrates access","5.0 cm",2.9,2.3,2.4,0.46,0.47,0.35,0.4,20.5,58.41,10.84,21.27,8.33,19.34,0.42,0.43071354705274,2.33333333333333,2.29133333333333,0.366598778004073,44.8851752767528,48.05,NA,52.6025,NA,0.057125,NA,18.695,NA,0.2625,NA,17.07,NA,3.7225,NA,11.51,NA,0.3725,NA,586.925,NA,0.615,NA,0.225,NA,7.465,NA,0.408268537617304," low","2","4","24 months","24",35.29,35.3,5.4,8.515,2.57,7.6,0.1,0,0.1,0,0.1,16.8001851851852,0.1,16.7954259259259,62.5813515879825,0.0894047684659561
"900","1","Senegalia pruinescens",NA,"L0127","Lianas","Invertebrates access","2.5 cm",2.8,2.8,2.8,2.38,2.09,2.2,1.86,20,64.15,6.72,12.99,5.8,11.98,2.1325,0.484140233722871,2.8,2.58675,1.64878708804484,55.3675595238095,47.5,48.2,49.1675,45.83,0.1682,0.1958,19.475,12.9,0.3925,0.34,15.9275,20.38,17.4075,20.91,8.3925,11.95,1.97,2.19,51.425,43.6,0.87,0.79,0.555,0.35,0.7075,0.77,0.518519449173043," high","1","4","24 months","24",33.41,19.19,4.835,7.575,1.7275,6.11,5.335,5.57,0.1,0,14.33,6.85640641158221,0.268603561387066,11.9370785935884,78.4403020536689,0.257145071414374
"903","1","Senegalia pruinescens",NA,"L0113","Lianas","Invertebrates access","2.5 cm",3.1,3.1,3.2,2.08,1.92,2.63,2.01,19,69.42,8.06,16.92,6.5,15.64,2.16,0.415601023017903,3.13333333333333,2.91733333333333,1.48080438756856,55.9838709677419,47.5,48.2,49.1675,45.83,0.1682,0.1958,19.475,12.9,0.3925,0.34,15.9275,20.38,17.4075,20.91,8.3925,11.95,1.97,2.19,51.425,43.6,0.87,0.79,0.555,0.35,0.7075,0.77,0.518519449173043," high","3","4","24 months","24",57.21,25.38,4.035,13.67,1.515,12.045,7.86,10.85,5.82,3.62,31.94,9.5292936802974,23.6502290076336,21.4803345724907,61.6312087728486,23.6391796119139
"906","1","Senegalia pruinescens",NA,"L0115","Lianas","Invertebrates access","2.5 cm",2.6,2.6,2.6,1.68,2.55,3.69,2.24,19.5,65.68,6.67,12.67,4.77,10.88,2.54,0.438419117647059,2.6,2.346,2.16538789428815,46.9705547226387,47.5,48.2,49.1675,45.83,0.1682,0.1958,19.475,12.9,0.3925,0.34,15.9275,20.38,17.4075,20.91,8.3925,11.95,1.97,2.19,51.425,43.6,0.87,0.79,0.555,0.35,0.7075,0.77,0.518519449173043," high","2","4","24 months","24",19.95,19.96,4.1,10.695,1.855,9.265,0.1,0,0.1,0,0.1,9.03068292682927,0.1,9.02615853658537,80.7833682401988,0.088892664034268
