"species_label","species","family","Tag","growth_form","mesh_size","diameter_class","diameter_1.size_cm","diameter_2.size_cm","diameter_3.size_cm","Bark.thickness_1._mm","Bark.thickness_2._mm","Bark.thickness_3._mm","Bark.thickness_4_mm","length_cm","Wet_weight_of_wood_block_g","Wet_weight_of_small_pieces_of_wood_g","Volume_of_wet_small_pieces.g","Dry_weight_of_small_wood_blocks_g","Dry_volume_of_small_wood_blocks.g","av_bark_thickness","density","av_wd_diameter","wd_under_bark","bark_wd_ratio","initial_mass","Carbon_wood","Carbon_bark","cellulose_wood","cellulose_bark","Nitrogen_wood","Nitrogen_bark","hemicellulose_wood","hemicellulose_bark","Tannins_wood","Tannins_bark","ADL_wood","ADL_bark","Calcium_wood","Calcium_bark","Potassium_wood","Potassium_bark","magesium_wood","magesium_bark","Manganese_wood","Manganese_bark","Phosphorous_wood","Phosphorous_bark","sugars_wood","sugars_bark","Silicon_wood","Silicon_bark","mean_density","density_class","block","Harvest","Time_months","incubation_time","log_fresh_weight","wood_weight","disck_fresh_weight","disk_fresh_volume","disck_dry_weight","disck_dry_volume","Bark_fresh_mass_at_harvest","Bark_fresh_volume_at_harvest","Dry_bark_mass_at_harvest","Dry_bark_volume_at_harvest","bark_mass_fresh","f_wood_mass","f_bark_mass","final_mass","per_ml"
"F58","Cunninghamia lanceolata",NA,"T0551","Trees","Invertebrates access","5.0 cm",2.5,2.5,2.6,0.81,1.03,0.92,0.01,20.5,97.5,10.13,11.38,5.61,9.97,0.6925,0.562688064192578,2.53333333333333,2.46408333333333,0.562075146268051,53.9955577492596,50.475,49.8,43.3975,41.68,0.02845,0.0643,11.6775,9.10000000000001,0.4875,1.02,35.6825,30.51,5.1,12.84,1.865,3.56,0.34,0.79,401.3,681.3,0.29,0.66,0.4475,0.99,0.175,2.1,0.561163166942853," medium","4","2","12 months","12",22.4,0.01,1.5,2.12,1.28,2.04,0.1,0,0.1,0,22.5,0.00853333333333333,22.5,19.1146666666667,64.599556957204
"F58","Cunninghamia lanceolata",NA,"T0579","Trees","Invertebrates access","5.0 cm",4.3,4.3,4,1.29,1.74,2.01,1.69,20.5,261.74,27.02,30.69,15.39,25.96,1.6825,0.592835130970724,4.2,4.03175,0.834625162770509,149.081369356033,50.475,49.8,43.3975,41.68,0.02845,0.0643,11.6775,9.10000000000001,0.4875,1.02,35.6825,30.51,5.1,12.84,1.865,3.56,0.34,0.79,401.3,681.3,0.29,0.66,0.4475,0.99,0.175,2.1,0.561163166942853," medium","4","4","24 months","24",103.61,103.62,6.315,7.43,4.575,7.245,0.1,0,0.1,0,0.1,75.0691211401425,0.1,75.0618764845606,49.6503977600987
"F58","Cunninghamia lanceolata",NA,"T0569","Trees","Invertebrates access","5.0 cm",3.3,3.4,3.2,0.85,1.11,0.87,0.95,20,168.11,27.95,29.28,16.95,25.87,0.945,0.655199072284499,3.33333333333333,3.23883333333333,0.583543457006124,101.948640429338,50.475,49.8,43.3975,41.68,0.02845,0.0643,11.6775,9.10000000000001,0.4875,1.02,35.6825,30.51,5.1,12.84,1.865,3.56,0.34,0.79,401.3,681.3,0.29,0.66,0.4475,0.99,0.175,2.1,0.561163166942853," medium","1","3","18 months","18",95.73,0.01,9.605,13.92,7.83,12.95,0.1,0,0.1,0,95.83,0.00815200416449766,95.83,78.0391358667361,23.4524996722972
"F58","Cunninghamia lanceolata",NA,"T0563","Trees","Invertebrates access","5.0 cm",3.3,3.2,3,1.34,1.23,1.38,1.35,19.5,134.53,13.48,17.11,8.47,15.03,1.325,0.563539587491683,3.13333333333333,3.00083333333333,0.883088031102472,84.5303486646884,50.475,49.8,43.3975,41.68,0.02845,0.0643,11.6775,9.10000000000001,0.4875,1.02,35.6825,30.51,5.1,12.84,1.865,3.56,0.34,0.79,401.3,681.3,0.29,0.66,0.4475,0.99,0.175,2.1,0.561163166942853," medium","1","2","12 months","12",72.6,0.01,6.43,8.975,5.555,8.915,0.1,0,0.1,0,72.7,0.00863919129082426,72.7,62.7205287713841,25.8011711034325
"F58","Cunninghamia lanceolata",NA,"T0575","Trees","Invertebrates access","5.0 cm",3.5,3.4,3,1.47,0.94,1.93,1.18,19.5,189.77,20.22,22.9,11.39,19.93,1.38,0.571500250878073,3.26666666666667,3.12866666666667,0.882164926486256,106.898135509397,50.475,49.8,43.3975,41.68,0.02845,0.0643,11.6775,9.10000000000001,0.4875,1.02,35.6825,30.51,5.1,12.84,1.865,3.56,0.34,0.79,401.3,681.3,0.29,0.66,0.4475,0.99,0.175,2.1,0.561163166942853," medium","2","4","24 months","24",118.97,118.98,8.57,10.02,6.1,9.795,0.1,0,0.1,0,0.1,84.6882147024504,0.1,84.6810968494749,20.7833733994068
"F58","Cunninghamia lanceolata",NA,"T0557","Trees","Invertebrates access","5.0 cm",3,3.1,3.4,2.08,1.31,1.67,1.09,19.5,142.87,13.67,15.7,7.53,13.79,1.5375,0.546047860768673,3.2,3.04625,1.00943783340172,78.6986905632773,50.475,49.8,43.3975,41.68,0.02845,0.0643,11.6775,9.10000000000001,0.4875,1.02,35.6825,30.51,5.1,12.84,1.865,3.56,0.34,0.79,401.3,681.3,0.29,0.66,0.4475,0.99,0.175,2.1,0.561163166942853," medium","4","1","6 months","6",42.96,0.01,4.84,10.26,4.825,9.6,0.1,0,0.1,0,43.06,0.00996900826446281,43.06,42.8268595041322,45.5812298812043
"F58","Cunninghamia lanceolata",NA,"T0527","Trees","Invertebrates access","2.5 cm",2.6,2.7,2.8,1.11,0.87,1.15,0.89,20,114.06,13.27,15.7,7.83,12.94,1.005,0.605100463678516,2.73333333333333,2.63283333333333,0.763436095461164,67.301416729465,50.475,49.8,43.3975,41.68,0.02845,0.0643,11.6775,9.10000000000001,0.4875,1.02,35.6825,30.51,5.1,12.84,1.865,3.56,0.34,0.79,401.3,681.3,0.29,0.66,0.4475,0.99,0.175,2.1,0.561163166942853," medium","3","1","6 months","6",25.18,0.01,2.52,3.745,2.19,3.53,0.1,0,0.1,0,25.28,0.00869047619047619,25.28,21.882619047619,67.4856487262642
"F58","Cunninghamia lanceolata",NA,"T0523","Trees","Invertebrates access","2.5 cm",2.7,2.7,2.5,1.23,0.95,1.08,0.95,20,104.39,11.01,12.85,6.4,12.02,1.0525,0.532445923460899,2.63333333333333,2.52808333333333,0.83264660315786,60.6808356039964,50.475,49.8,43.3975,41.68,0.02845,0.0643,11.6775,9.10000000000001,0.4875,1.02,35.6825,30.51,5.1,12.84,1.865,3.56,0.34,0.79,401.3,681.3,0.29,0.66,0.4475,0.99,0.175,2.1,0.561163166942853," medium","4","1","6 months","6",52.54,0.01,6.29,9.695,5.53,9.44,0.1,0,0.1,0,52.64,0.00879173290937997,52.64,46.1917647058823,23.8775072127711
"F58","Cunninghamia lanceolata",NA,"T0517","Trees","Invertebrates access","2.5 cm",2.9,2.6,2.6,1.06,1.36,1.29,1.22,19.5,109.53,12.53,14.27,7.08,12.56,1.2325,0.563694267515924,2.6,2.47675,0.995255879681034,61.8892577813248,50.475,49.8,43.3975,41.68,0.02845,0.0643,11.6775,9.10000000000001,0.4875,1.02,35.6825,30.51,5.1,12.84,1.865,3.56,0.34,0.79,401.3,681.3,0.29,0.66,0.4475,0.99,0.175,2.1,0.561163166942853," medium","1","4","24 months","24",38.87,38.88,6.365,7.33,4.9145,7.055,0.1,0,0.1,0,0.1,30.019758051846,0.1,30.0120369206599,51.5068721187411
"F58","Cunninghamia lanceolata",NA,"T0515","Trees","Invertebrates access","2.5 cm",2.4,2.5,2.5,1.21,1.29,1.12,1.05,19,91.27,14.89,18.08,9.61,16.83,1.1675,0.571004159239453,2.5,2.38325,0.979754536871919,58.9056212222968,50.475,49.8,43.3975,41.68,0.02845,0.0643,11.6775,9.10000000000001,0.4875,1.02,35.6825,30.51,5.1,12.84,1.865,3.56,0.34,0.79,401.3,681.3,0.29,0.66,0.4475,0.99,0.175,2.1,0.561163166942853," medium","3","4","24 months","24",44.38,44.39,3.91,5.095,3.535,5.105,0.1,0,0.1,0,0.1,40.1326470588235,0.1,40.1236061381074,31.8849282877609
"F58","Cunninghamia lanceolata",NA,"T0501","Trees","Invertebrates access","2.5 cm",2.1,2.1,2.1,0.93,0.78,0.88,0.78,20,65.22,7.2,8.55,4.06,7.64,0.8425,0.531413612565445,2.1,2.01575,0.835917152424656,36.7768333333333,50.475,49.8,43.3975,41.68,0.02845,0.0643,11.6775,9.10000000000001,0.4875,1.02,35.6825,30.51,5.1,12.84,1.865,3.56,0.34,0.79,401.3,681.3,0.29,0.66,0.4475,0.99,0.175,2.1,0.561163166942853," medium","2","2","12 months","12",34.44,0.01,4.21,6.96,3.575,6.415,0.1,0,0.1,0,34.54,0.0084916864608076,34.54,29.2453681710214,20.478829958113
"F58","Cunninghamia lanceolata",NA,"T0521","Trees","Invertebrates access","2.5 cm",2.2,2.2,2.3,1.31,1.19,0.89,0.85,20,78.12,8.15,9.23,4.37,8.57,1.06,0.509918319719953,2.23333333333333,2.12733333333333,0.996552804763397,41.8876564417178,50.475,49.8,43.3975,41.68,0.02845,0.0643,11.6775,9.10000000000001,0.4875,1.02,35.6825,30.51,5.1,12.84,1.865,3.56,0.34,0.79,401.3,681.3,0.29,0.66,0.4475,0.99,0.175,2.1,0.561163166942853," medium","2","1","6 months","6",42.36,0.01,4.235,6.445,3.585,5.975,0.1,0,0.1,0,42.46,0.00846517119244392,42.46,35.8584651711925,14.3937182996005
"F58","Cunninghamia lanceolata",NA,"T0531","Trees","Invertebrates access","2.5 cm",2.6,2.7,2.7,1.05,1.15,1.17,1.26,20.5,107.77,11.62,13.37,6.13,11.86,1.1575,0.516863406408094,2.7,2.58425,0.895811163780594,56.8528485370052,50.475,49.8,43.3975,41.68,0.02845,0.0643,11.6775,9.10000000000001,0.4875,1.02,35.6825,30.51,5.1,12.84,1.865,3.56,0.34,0.79,401.3,681.3,0.29,0.66,0.4475,0.99,0.175,2.1,0.561163166942853," medium","3","3","18 months","18",60.92,0.01,4.45,6.21,3.705,5.725,0.1,0,0.1,0,61.02,0.00832584269662921,61.02,50.7210337078652,10.7854135490657
"F58","Cunninghamia lanceolata",NA,"T0525","Trees","Invertebrates access","2.5 cm",2.9,2.9,2.8,1.75,1.12,0.88,0.98,20,127.64,14.01,15.73,NA,NA,1.1825,NA,2.86666666666667,2.74841666666667,0.860495436766623,NA,50.475,49.8,43.3975,41.68,0.02845,0.0643,11.6775,9.10000000000001,0.4875,1.02,35.6825,30.51,5.1,12.84,1.865,3.56,0.34,0.79,401.3,681.3,0.29,0.66,0.4475,0.99,0.175,2.1,0.561163166942853," medium","1","1","6 months","6",76.08,0.01,8.895,12.44,7.395,11.66,0.1,0,0.1,0,76.18,0.00831365935919056,76.18,63.2503204047218,NA
