date,Tag,log_fresh_weight,wood_weight,subsection,disk_fresh_weight,disk_fresh_volume,disk_dry_weight,disk_dry_volume,Bark_fresh_mass_at_harvest,Bark_fresh_volume_at_harvest,Dry_bark_mass_at_harvest,Dry_bark_volume_at_harvest,Harvest,Time_months,incubation_time,block
,L4121,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,4
,L4585,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,4
,L1275,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,4
,L3969,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,4
,L3904,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,4
,L0857,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,4
,T0659,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,4
,T0319,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,4
,T0621,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,4
,T0907,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,4
,T0707,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,4
,L0965,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,4
,L1055,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,4
,T1077,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,4
,T1017,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,4
,L4073,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,4
,T0263,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,4
,T0059,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,4
,T0056,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,4
,L4017,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,4
,T0211,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,4
,L0957,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,3
,L4119,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,3
,T0651,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,3
,L0101,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,3
,L0465,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,3
,T0911,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,3
,L3925,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,3
,T0801,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,3
,L0855,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,3
,T0357,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,3
,T0203,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,3
,T0717,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,3
,L0969,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,2
,L4023,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,2
,L1063,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,2
,L0829,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,2
,T0311,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,2
,L1001,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,2
,L2957,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,2
,T1117,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,1
,L4075,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,1
,L4001,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,1
,L1217,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,1
,L3867,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,1
,T0163,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,1
,L1011,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,1
,T0379,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,1
,T0063,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,1
,L0107,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,1
,T0465,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,1
,T0431,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,1
,T0321,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,3
,T0301,0,0,1,0,0,0,0,0,0,0,0,3,18 months,18,1
,T0351,0,0,1,0,0,0,0,0,0,0,0,2,12 months,12,3
,L4011,0,0,1,0,0,0,0,0,0,0,0,2,12 months,12,4
12/5/2023,L0463,44.4,0,1,1.02,2.39,0.58,2.02,0,0,0,0,3,18 months,18,4
12/5/2023,L0463,44.4,0,2,1.39,3.76,0.79,2.56,0,0,0,0,3,18 months,18,4
12/5/2023,T0469,19.21,0,1,4.93,8.16,3.27,6.29,0,0,0,0,3,18 months,18,4
12/5/2023,T0469,19.21,0,2,5.97,7.38,4.26,6.09,0,0,0,0,3,18 months,18,4
12/5/2023,T0367,7.13,0,1,1.21,3.8,0.69,2.82,0,0,0,0,3,18 months,18,4
12/5/2023,T0367,7.13,0,2,1.5,4.3,0.79,3.07,0,0,0,0,3,18 months,18,4
12/5/2023,T0553,35.2,0,1,3.2,3.43,2.6,4.2,0,0,0,0,3,18 months,18,4
12/5/2023,T0553,35.2,0,2,2.6,3.59,2.12,3.67,0,0,0,0,3,18 months,18,4
12/5/2023,T0427,16.32,0,1,2.29,2.31,1.68,1.97,0,0,0,0,3,18 months,18,4
12/5/2023,T0427,16.32,0,2,1.25,1.76,0.96,1.6,0,0,0,0,3,18 months,18,4
12/5/2023,T0113,19.59,0,1,1.55,5.99,1.04,4.43,0,0,0,0,3,18 months,18,4
12/5/2023,T0113,19.59,0,2,2.31,7.39,1.65,6.44,0,0,0,0,3,18 months,18,4
12/5/2023,L4167,37.95,0,1,2.85,3.66,0.76,2.45,0,0,0,0,3,18 months,18,4
12/5/2023,L4167,37.95,0,2,3.84,5.46,0.84,3.12,0,0,0,0,3,18 months,18,4
12/5/2023,L2953,2.83,0,1,1.55,3.49,1.03,1.91,0,0,0,0,3,18 months,18,4
12/5/2023,L2953,2.83,0,2,1,1.88,0.59,1.12,0,0,0,0,3,18 months,18,4
12/5/2023,L0921,13.16,0,1,0.97,1.97,0.74,1.67,0,0,0,0,3,18 months,18,4
12/5/2023,L0921,13.16,0,2,5.12,9.54,3.63,8.31,0,0,0,0,3,18 months,18,4
12/5/2023,L0417,26.8,0,1,2.68,2.74,1.18,2.8,0,0,0,0,3,18 months,18,4
12/5/2023,L0417,26.8,0,2,3.69,3.83,1.53,3.19,0,0,0,0,3,18 months,18,4
12/5/2023,L0813,4.57,0,1,0.17,0.46,0.11,0.34,0,0,0,0,3,18 months,18,4
12/5/2023,L0813,4.57,0,2,0.23,0.59,0.08,0.12,0,0,0,0,3,18 months,18,4
12/5/2023,T1119,1.03,0,1,1.51,1.41,1.16,1.16,0,0,0,0,3,18 months,18,4
12/5/2023,T1119,1.03,0,2,0.87,1.18,0.61,0.97,0,0,0,0,3,18 months,18,4
12/5/2023,L2931,10.31,0,1,1.37,2.84,0.83,2.77,0,0,0,0,3,18 months,18,4
12/5/2023,L2931,10.31,0,2,1.2,2.8,0.5,2.14,0,0,0,0,3,18 months,18,4
12/5/2023,L3871,184.8,0,1,6.59,6.84,3.7,5.43,0,0,0,0,3,18 months,18,4
12/5/2023,L3871,184.8,0,2,3.5,4.14,1.88,3.17,0,0,0,0,3,18 months,18,4
12/5/2023,T0015,7.09,0,1,0.82,1.99,0.66,2.03,0,0,0,0,3,18 months,18,4
12/5/2023,T0015,7.09,0,2,1.96,4.19,1.63,3.85,0,0,0,0,3,18 months,18,4
12/5/2023,T0181,26.78,0,1,3.42,4,1.52,2.98,0,0,0,0,3,18 months,18,4
12/5/2023,T0181,26.78,0,2,2.54,3.38,1.04,2.94,0,0,0,0,3,18 months,18,4
12/5/2023,T1171,3.22,0,1,0.97,1.13,0.78,0.99,0,0,0,0,3,18 months,18,4
12/5/2023,T1171,3.22,0,2,1.76,2.76,1.31,2.7,0,0,0,0,3,18 months,18,4
12/5/2023,L0105,13.98,0,1,1.8,2.35,1.27,1.65,0,0,0,0,3,18 months,18,4
12/5/2023,L0105,13.98,0,2,1.14,1.35,0.9,1.17,0,0,0,0,3,18 months,18,4
12/5/2023,T0875,8.46,0,1,1.26,3.59,0.56,2.05,0,0,0,0,3,18 months,18,4
12/5/2023,T0875,8.46,0,2,4.76,9.55,3.43,6.87,0,0,0,0,3,18 months,18,4
12/5/2023,L3927,11.88,0,1,1.36,2.45,0.87,1.72,0,0,0,0,3,18 months,18,4
12/5/2023,L3927,11.88,0,2,1.12,2.08,0.84,1.77,0,0,0,0,3,18 months,18,4
12/5/2023,T0817,34.07,0,1,3.95,5.46,1.49,3.25,0,0,0,0,3,18 months,18,4
12/5/2023,T0817,34.07,0,2,3.91,6.61,1.07,3.61,0,0,0,0,3,18 months,18,4
12/5/2023,T0529,12.31,0,1,1.81,3.14,1.44,2.56,0,0,0,0,3,18 months,18,4
12/5/2023,T0529,12.31,0,2,2.24,3.6,1.86,3.41,0,0,0,0,3,18 months,18,4
12/5/2023,L0179,220.15,0,1,11.36,14.33,1.99,9.47,0,0,0,0,3,18 months,18,4
12/5/2023,L0179,220.15,0,2,7.44,10.27,1.51,9.45,0,0,0,0,3,18 months,18,4
12/5/2023,L1009,6.01,0,1,5.75,7.04,2.61,4.17,0,0,0,0,3,18 months,18,4
12/5/2023,T0769,10.89,0,1,6.88,10.31,4.98,8.46,0,0,0,0,3,18 months,18,4
12/5/2023,L1221,41.69,0,1,3.16,5.84,0.98,3.47,0,0,0,0,3,18 months,18,4
12/5/2023,L1221,41.69,0,1,4.01,8.29,1.46,5.44,0,0,0,0,3,18 months,18,4
12/5/2023,L4519,6.11,0,1,1.25,2,0.7,1.39,0,0,0,0,3,18 months,18,4
12/5/2023,L4519,6.11,0,2,0.64,1.35,0.33,0.67,0,0,0,0,3,18 months,18,4
12/5/2023,T1028,70.06,0,1,9.4,15.51,4.73,13.94,0,0,0,0,3,18 months,18,4
12/5/2023,T1028,70.06,0,2,6.1,10.67,2.58,9.17,0,0,0,0,3,18 months,18,4
12/5/2023,L0128,101.78,0,1,9.16,11.44,2.3,7.87,0,0,0,0,3,18 months,18,4
12/5/2023,L0128,101.78,0,2,9.99,12.24,2.22,5.25,0,0,0,0,3,18 months,18,4
12/5/2023,T0416,62.17,0,1,8.79,9.87,6.3,8.4,0,0,0,0,3,18 months,18,4
12/5/2023,T0416,62.17,0,2,6.86,8.81,5.09,8,0,0,0,0,3,18 months,18,4
12/5/2023,T0216,46.57,0,1,4.5,7.32,3.02,6.21,0,0,0,0,3,18 months,18,4
12/5/2023,T0216,46.57,0,2,6.21,8.63,3.29,7.89,0,0,0,0,3,18 months,18,4
12/5/2023,T0012,67.67,0,1,10.4,10.41,3.35,10.77,0,0,0,0,3,18 months,18,4
12/5/2023,T0012,67.67,0,2,9.89,13.44,2.77,10.07,0,0,0,0,3,18 months,18,4
12/5/2023,T0674,237.06,0,1,29.45,41.24,12.53,36.37,0,0,0,0,3,18 months,18,4
12/5/2023,T0674,237.06,0,2,28.33,38.83,11.49,35.4,0,0,0,0,3,18 months,18,4
12/5/2023,T0468,147.22,0,1,14.09,16.82,9.29,15.28,0,0,0,0,3,18 months,18,4
12/5/2023,T0468,147.22,0,2,16.26,18.08,11.06,16.19,0,0,0,0,3,18 months,18,4
12/5/2023,T1114,48.05,0,1,7.56,8.78,3.61,9.639,0,0,0,0,3,18 months,18,4
12/5/2023,T1114,48.05,0,2,5.49,6.01,2.75,5.4,0,0,0,0,3,18 months,18,4
12/5/2023,L3972,225.73,0,1,25.03,31.49,9.6,23.74,0,0,0,0,3,18 months,18,4
12/5/2023,L3972,225.73,0,1,27.43,32.85,9.88,25.74,0,0,0,0,3,18 months,18,4
12/5/2023,L4004,53.19,0,1,5.59,6.89,1.96,6.14,0,0,0,0,3,18 months,18,4
12/5/2023,L4004,53.19,0,2,4.71,5.82,1.64,5.15,0,0,0,0,3,18 months,18,4
12/5/2023,L4132,40.6,0,1,4.85,8.34,1.69,4.87,0,0,0,0,3,18 months,18,4
12/5/2023,L4132,40.6,0,2,4.03,6.95,1.3,3.95,0,0,0,0,3,18 months,18,4
12/5/2023,L1280,67.47,0,1,7,17.53,4.1,3.97,0,0,0,0,3,18 months,18,4
12/5/2023,L1280,67.47,0,2,6.81,17.48,4,14.75,0,0,0,0,3,18 months,18,4
12/5/2023,L0860,41.78,0,1,3.92,7.03,1.77,3.97,0,0,0,0,3,18 months,18,4
12/5/2023,L0860,41.78,0,2,3.49,6.7,1.96,5.12,0,0,0,0,3,18 months,18,4
12/5/2023,T0118,81.14,0,1,9.88,11.17,3,9.84,0,0,0,0,3,18 months,18,4
12/5/2023,T0118,81.17,0,2,8.63,10.3,2.68,8.65,0,0,0,0,3,18 months,18,4
12/5/2023,L0922,86.51,0,1,7.32,8.53,3.13,7.61,0,0,0,0,3,18 months,18,4
12/5/2023,L0922,86.51,0,2,5.54,6.72,2.33,5.95,0,0,0,0,3,18 months,18,4
12/5/2023,L2926,46.32,0,1,6.3,7.48,2.35,6.83,0,0,0,0,3,18 months,18,4
12/5/2023,L2926,46.32,0,2,4.87,7.51,2.29,6.91,0,0,0,0,3,18 months,18,4
12/5/2023,L1022,98.89,0,1,9.94,11.37,2.5,6.59,0,0,0,0,3,18 months,18,4
12/5/2023,L1022,98.89,0,2,8.63,9.73,2.56,7.15,0,0,0,0,3,18 months,18,4
12/5/2023,L0828,38.85,0,1,1.54,7.98,1.02,6.35,0,0,0,0,3,18 months,18,4
12/5/2023,L0828,38.85,0,2,1.69,70.39,0.9,6.1,0,0,0,0,3,18 months,18,4
12/5/2023,T0178,75.29,0,1,7.73,14.26,3.14,13.08,0,0,0,0,3,18 months,18,4
12/5/2023,T0178,75.29,0,2,7.57,14.09,3.4,13.1,0,0,0,0,3,18 months,18,4
12/5/2023,T0362,38.34,0,1,5.41,10.72,2.14,9.09,0,0,0,0,3,18 months,18,4
12/5/2023,T0362,38.34,0,2,5.62,9.27,2.11,7.81,0,0,0,0,3,18 months,18,4
12/5/2023,L4058,105.03,0,1,9.57,19.33,4.19,16.47,0,0,0,0,3,18 months,18,4
12/5/2023,L4058,105.3,0,2,7.8,16.63,4.35,13.81,0,0,0,0,3,18 months,18,4
12/5/2023,T0920,45.52,0,1,3.2,6.19,2.21,5.52,0,0,0,0,3,18 months,18,4
12/5/2023,T0920,45.52,0,2,4.35,6.27,2.37,5.72,0,0,0,0,3,18 months,18,4
12/5/2023,L3852,119.5,0,1,15.67,19.93,4.34,15.8,0,0,0,0,3,18 months,18,4
12/5/2023,L3852,119.5,0,2,10.6,17.65,3.8,14.28,0,0,0,0,3,18 months,18,4
12/5/2023,T0504,52.27,0,1,4.43,6,2.98,5.04,0,0,0,0,3,18 months,18,4
12/5/2023,T0504,52.27,0,2,4.35,6.41,3.06,5.28,0,0,0,0,3,18 months,18,4
12/5/2023,L1214,43.26,0,1,4.74,13.6,3.3,11.42,0,0,0,0,3,18 months,18,4
12/5/2023,L1214,43.26,0,2,4.82,13.69,3.27,11.28,0,0,0,0,3,18 months,18,4
12/5/2023,T0952,97.05,0,1,12.94,14.54,5.88,13.18,0,0,0,0,3,18 months,18,4
12/5/2023,T0952,97.05,0,2,11.4,13.74,5.21,12.65,0,0,0,0,3,18 months,18,4
12/5/2023,L4156,48.86,0,1,5.69,14.09,2.82,8.23,0,0,0,0,3,18 months,18,4
12/5/2023,L4156,48.86,0,2,5.33,14,2.7,8.3,0,0,0,0,3,18 months,18,4
12/5/2023,T1060,209.08,0,1,25.83,31.71,10.19,28.32,0,0,0,0,3,18 months,18,4
12/5/2023,T1060,209.08,0,2,23.55,31.25,9.02,27.9,0,0,0,0,3,18 months,18,4
12/5/2023,T0330,39.48,0,1,5.85,9.15,2.01,6.17,0,0,0,0,3,18 months,18,4
12/5/2023,T0330,39.48,0,2,6.8,9.73,2.2,6.57,0,0,0,0,3,18 months,18,4
12/5/2023,T0802,14.19,0,1,3.75,4.91,1,3.22,0,0,0,0,3,18 months,18,4
12/5/2023,T0802,14.19,0,2,4.71,5.47,1.44,4.01,0,0,0,0,3,18 months,18,4
12/5/2023,L0474,156.93,0,1,17.6,26.63,6.36,20.43,0,0,0,0,3,18 months,18,4
12/5/2023,L0474,156.93,0,2,16.94,21.83,5.21,17.55,0,0,0,0,3,18 months,18,4
12/5/2023,T0630,78.28,0,1,8.73,17.82,4.91,15.86,0,0,0,0,3,18 months,18,4
12/5/2023,T0630,78.28,0,2,8.5,17.2,4.83,14.92,0,0,0,0,3,18 months,18,4
12/5/2023,L3818,60.75,0,1,8.34,14,3.48,11.54,0,0,0,0,3,18 months,18,4
12/5/2023,L3818,60.75,0,2,5.53,10.51,2.11,8.47,0,0,0,0,3,18 months,18,4
12/5/2023,T0878,156.13,0,1,10.9,22.54,4.2,18.25,0,0,0,0,3,18 months,18,4
12/5/2023,T0878,156.13,0,2,12.25,26.47,4.83,22.12,0,0,0,0,3,18 months,18,4
12/5/2023,L0962,187.08,0,1,14.79,14.75,5.03,13.42,0,0,0,0,3,18 months,18,4
12/5/2023,L0962,187.08,0,2,15.25,15.07,5.16,13.67,0,0,0,0,3,18 months,18,4
12/5/2023,L4528,17.38,0,1,1.47,6.06,0.78,5.68,0,0,0,0,3,18 months,18,4
12/5/2023,L0428,68.94,0,1,6.49,8.43,2.31,7.08,0,0,0,0,3,18 months,18,4
12/5/2023,L0428,69.94,0,2,6.11,8.57,2.13,6.15,0,0,0,0,3,18 months,18,4
12/5/2023,L1054,174.42,0,1,23.55,23.38,7.03,14.45,0,0,0,0,3,18 months,18,4
12/5/2023,L1054,174.42,0,2,19.86,23.63,5.88,13.27,0,0,0,0,3,18 months,18,4
12/5/2023,L2982,85.04,0,1,10.29,11.45,2.95,10.71,0,0,0,0,3,18 months,18,4
12/5/2023,L2982,85.04,0,2,9.53,10.53,2.8,9.67,0,0,0,0,3,18 months,18,4
12/5/2023,T1152,228.93,0,1,23.96,25.63,10.81,23.46,0,0,0,0,3,18 months,18,4
12/5/2023,T1152,228.93,0,2,23.52,23.13,10.77,22.16,0,0,0,0,3,18 months,18,4
12/5/2023,L4540,15.78,0,1,0.31,1.6,0.21,1.23,0,0,0,0,3,18 months,18,4
12/5/2023,T0276,113.78,0,1,18.73,22.07,7.54,19.25,0,0,0,0,3,18 months,18,4
12/5/2023,T0276,113.78,0,2,11.07,14.49,5.3,13.07,0,0,0,0,3,18 months,18,4
12/5/2023,T0780,281.91,0,1,20.84,27.56,9.47,26.06,0,0,0,0,3,18 months,18,4
12/5/2023,T0780,281.91,0,2,26.78,34.36,11.42,32.92,0,0,0,0,3,18 months,18,4
12/5/2023,L0176,249.43,0,1,32.53,39.86,10.3,28.62,0,0,0,0,3,18 months,18,4
12/5/2023,L0176,249.43,0,2,30.49,37.05,9.71,27.1,0,0,0,0,3,18 months,18,4
12/5/2023,T0716,25.01,0,1,1.59,1.54,0.32,2.08,0,0,0,0,3,18 months,18,4
12/5/2023,T0560,79.09,0,1,7.81,12.33,5.74,11.48,0,0,0,0,3,18 months,18,4
12/5/2023,T0560,79.09,0,2,9.53,14.07,6.74,13.11,0,0,0,0,3,18 months,18,4
12/1/2023,L3829,50.88,0,1,2.94,8.2,1.47,5.58,0,0,0,0,3,18 months,18,3
12/1/2023,L3829,50.88,0,2,4.5,10.8,1.92,6.25,0,0,0,0,3,18 months,18,3
12/1/2023,L1007,6.9,0,1,4.07,6.24,2.99,5.21,0,0,0,0,3,18 months,18,3
12/1/2023,L2927,8.62,0,1,3.65,6.08,3.1,6.07,0,0,0,0,3,18 months,18,3
12/1/2023,L2927,8.62,0,2,3.56,5.47,2.15,4.08,0,0,0,0,3,18 months,18,3
12/1/2023,T0977,99.05,0,1,8.93,13.91,7.31,12.99,0,0,0,0,3,18 months,18,3
12/1/2023,T0977,99.05,0,2,10.73,15.77,8.7,14.75,0,0,0,0,3,18 months,18,3
12/1/2023,L0903,14.32,0,1,1.96,3.45,1.47,1.99,0,0,0,0,3,18 months,18,3
12/1/2023,L4537,36.76,0,1,0.77,2.32,0.66,3.94,0,0,0,0,3,18 months,18,3
12/1/2023,T0859,207.18,0,1,13.67,35.11,6.58,30.54,0,0,0,0,3,18 months,18,3
12/1/2023,T0859,207.18,0,2,22.24,51.22,10.96,45.27,0,0,0,0,3,18 months,18,3
12/1/2023,T1025,42.65,0,1,4.51,8.96,1.05,5.67,0,0,0,0,3,18 months,18,3
12/1/2023,T1025,42.65,0,2,4.83,8.36,1.01,5.94,0,0,0,0,3,18 months,18,3
12/1/2023,T0455,86.27,0,1,13.98,19.18,9.71,16.17,0,0,0,0,3,18 months,18,3
12/1/2023,T0455,86.27,0,2,10.93,14.81,8.1,12.9,0,0,0,0,3,18 months,18,3
12/1/2023,T1079,162.76,0,1,18.51,28.42,8.34,25.27,0,0,0,0,3,18 months,18,3
12/1/2023,T1079,162.76,0,2,14.09,22.85,6.44,20.35,0,0,0,0,3,18 months,18,3
12/1/2023,T0613,5.45,0,1,1.19,2.75,0.89,2.16,0,0,0,0,3,18 months,18,3
12/1/2023,T0613,5.45,0,2,1.33,1.99,1,1.46,0,0,0,0,3,18 months,18,3
12/1/2023,T0121,37.79,0,1,3.09,9.43,2.43,8.57,0,0,0,0,3,18 months,18,3
12/1/2023,T0121,37.79,0,2,5.65,13.04,4.44,11.85,0,0,0,0,3,18 months,18,3
12/1/2023,L1071,12.93,0,1,2.73,474,1.72,3.4,0,0,0,0,3,18 months,18,3
12/1/2023,L1071,12.93,0,2,2.13,2.89,1.4,2.19,0,0,0,0,3,18 months,18,3
12/1/2023,L4181,120.14,0,1,12.88,17.11,5.94,16.02,0,0,0,0,3,18 months,18,3
12/1/2023,L4181,120.14,0,2,14.95,18.83,6.62,16.96,0,0,0,0,3,18 months,18,3
12/1/2023,T1151,15.75,0,1,3.23,4.15,2.69,3.8,0,0,0,0,3,18 months,18,3
12/1/2023,T1151,15.75,0,2,5.65,7.33,4.41,6.37,0,0,0,0,3,18 months,18,3
12/1/2023,T0531,60.92,0,1,4.21,5.91,3.51,5.6,0,0,0,0,3,18 months,18,3
12/1/2023,T0531,60.92,0,2,4.49,6.51,3.7,5.85,0,0,0,0,3,18 months,18,3
12/1/2023,L3967,253.35,0,1,32.02,37.19,10.01,24.55,0,0,0,0,3,18 months,18,3
12/1/2023,L3967,253.35,0,2,33.31,41.44,9.65,3921,0,0,0,0,3,18 months,18,3
12/1/2023,L4527,2.15,0,1,1.07,4.75,0.86,3.47,0,0,0,0,3,18 months,18,3
12/1/2023,T0165,40.32,0,1,3.5,7.76,2.83,6.9,0,0,0,0,3,18 months,18,3
12/1/2023,T0165,40.32,0,2,3.75,7.88,2.81,6.91,0,0,0,0,3,18 months,18,3
12/1/2023,L0821,26.94,0,1,3.1,6.96,2.38,5.74,0,0,0,0,3,18 months,18,3
12/1/2023,L0821,26.94,0,2,3.2,7.35,2.36,6.07,0,0,0,0,3,18 months,18,3
12/1/2023,L4053,154.53,0,1,18.87,32.81,10.53,29.1,0,0,0,0,3,18 months,18,3
12/1/2023,L4053,154.53,0,2,15.59,28.81,8.7,25.05,0,0,0,0,3,18 months,18,3
12/1/2023,L2969,6.04,0,1,2.43,2.91,2.06,3.52,0,0,0,0,3,18 months,18,3
12/1/2023,T0257,33.38,0,1,2.25,9.94,1.58,8.57,0,0,0,0,3,18 months,18,3
12/1/2023,T0257,33.38,0,2,3.05,11.76,2.1,9.57,0,0,0,0,3,18 months,18,3
12/1/2023,L4019,54.79,0,1,6.07,14.56,4.29,12.89,0,0,0,0,3,18 months,18,3
12/1/2023,L4019,54.79,0,2,8.26,17.77,4.97,15.55,0,0,0,0,3,18 months,18,3
12/1/2023,L0151,81.39,0,1,3.38,9.06,2.37,6.58,0,0,0,0,3,18 months,18,3
12/1/2023,L0151,81.39,0,2,5.12,13.59,3.89,11.66,0,0,0,0,3,18 months,18,3
12/1/2023,T0561,94.92,0,1,10.78,15.34,8.87,11.48,0,0,0,0,3,18 months,18,3
12/1/2023,T0561,94.92,0,2,10.93,16.28,9.01,15.6,0,0,0,0,3,18 months,18,3
12/1/2023,T0757,50.79,0,1,5.5,12.91,2.87,12.15,0,0,0,0,3,18 months,18,3
12/1/2023,T0757,50.79,0,2,5.65,12.77,2.71,11.3,0,0,0,0,3,18 months,18,3
12/1/2023,T0425,5.1,0,1,3.75,4.99,3.1,3.68,0,0,0,0,3,18 months,18,3
12/1/2023,L0423,28.09,0,1,2.7,8.13,2.02,6.75,0,0,0,0,3,18 months,18,3
12/1/2023,L0423,28.09,0,2,2.92,7.62,1.98,6.12,0,0,0,0,3,18 months,18,3
12/1/2023,T1107,11.98,0,1,1.15,2.71,0.92,2.07,0,0,0,0,3,18 months,18,3
12/1/2023,T1107,11.98,0,2,0.93,2.33,0.65,1.95,0,0,0,0,3,18 months,18,3
12/1/2023,L1205,67.46,0,1,3.88,10.38,1.66,7.45,0,0,0,0,3,18 months,18,3
12/1/2023,L1205,67.46,0,2,3.16,9.44,1.61,7.31,0,0,0,0,3,18 months,18,3
12/1/2023,T0075,4.02,0,1,1.52,4.81,1.2,4.4,0,0,0,0,3,18 months,18,3
12/1/2023,T0075,4.02,0,2,1.96,6.18,1.57,5.39,0,0,0,0,3,18 months,18,3
12/1/2023,L3879,6.89,0,1,3.05,8.14,2.58,5.99,0,0,0,0,3,18 months,18,3
12/1/2023,L3879,6.89,0,2,2.07,7.78,1.62,6.3,0,0,0,0,3,18 months,18,3
12/1/2023,L1261,29.3,0,1,4.92,8.65,3.7,6.65,0,0,0,0,3,18 months,18,3
12/1/2023,L1261,29.3,0,2,6.18,13,5.1,10.74,0,0,0,0,3,18 months,18,3
12/1/2023,L3952,273.61,0,1,38.16,45.91,15.71,34.58,0,0,0,0,3,18 months,18,3
12/1/2023,L3952,273.61,0,2,35.11,40.59,13.52,30.5,0,0,0,0,3,18 months,18,3
12/1/2023,T0880,105.31,0,1,8.41,27.45,3.95,22.96,0,0,0,0,3,18 months,18,3
12/1/2023,T0880,105.31,0,2,14.51,29.68,4.5,24.56,0,0,0,0,3,18 months,18,3
12/1/2023,T0462,202.22,0,1,23.1,27.03,11.5,23.65,0,0,0,0,3,18 months,18,3
12/1/2023,T0462,202.22,0,2,29.47,32.26,15.21,28.62,0,0,0,0,3,18 months,18,3
12/1/2023,T0956,83.74,0,1,8.27,11.29,4.42,10.33,0,0,0,0,3,18 months,18,3
12/1/2023,T0956,83.74,0,2,8.89,12.13,4.74,10.8,0,0,0,0,3,18 months,18,3
12/1/2023,T1074,123.37,0,1,12.37,20.84,4.41,17.41,0,0,0,0,3,18 months,18,3
12/1/2023,T1074,123.37,0,2,12.31,20.44,4.47,17.29,0,0,0,0,3,18 months,18,3
12/1/2023,L3828,31.76,0,1,3.55,13.76,2.5,11.36,0,0,0,0,3,18 months,18,3
12/1/2023,L3828,31.76,0,2,3.28,12.64,2.34,10.66,0,0,0,0,3,18 months,18,3
12/1/2023,L4176,83.57,0,1,9.92,17.35,5.32,14.51,0,0,0,0,3,18 months,18,3
12/1/2023,L4176,83.57,0,2,9.93,16.38,4.13,13.67,0,0,0,0,3,18 months,18,3
12/1/2023,L4546,38.66,0,1,1.62,6.93,1.06,5.89,0,0,0,0,3,18 months,18,3
12/1/2023,L4546,38.66,0,2,1.43,6.54,0.9,7.68,0,0,0,0,3,18 months,18,3
12/1/2023,T0910,43.17,0,1,4.41,5.66,2.33,5.33,0,0,0,0,3,18 months,18,3
12/1/2023,T0910,43.17,0,2,3.97,5.37,2.23,4.87,0,0,0,0,3,18 months,18,3
12/1/2023,T1156,141.68,0,1,10.94,16.19,3.4,14.13,0,0,0,0,3,18 months,18,3
